Avg_Fscore	hidden_dim	input_function	output_function	optimizer	learning_rate	output_dim	input_dim	hidden_layers	Epochs Run	Fscore	Time_taken	GUID
0,99	 259	 softmax	 softmax	 Adam/lr	 0.0033	 2	 300	 (RNN;106.000000,relu);(Dropout;0.400000,);(RNN;250.000000,relu);(Dropout;0.000000,);(Dense;300.000000,linear);(LeakyReLU;209.000000,softmax);(Dropout;0.300000,);(Dense;2.000000,softmax)	 8	 [0.99;0.99]	 4.515275478363037	5c526a3c-5457-4744-9c28-237235ecd77d	
0,6833715471121302	 39	 relu	 relu	 Adam/lr	 0.04	 2	 300	 (RNN;65.000000,softmax);(Dropout;0.500000,);(RNN;54.000000,relu);(Dropout;0.000000,);(Dense;300.000000,linear);(LeakyReLU;145.000000,softmax);(Dropout;0.000000,);(Dense;2.000000,softmax)	 17	 [0.78;0.59]	 4.921398639678955	626de4ac-ab93-4b3a-a23f-1f68098b124f	
0,8997970891054385	 217	 relu	 softmax	 Adam/lr	 0.0463	 2	 300	 (RNN;53.000000,softmax);(Dropout;0.300000,);(RNN;283.000000,softmax);(Dropout;0.500000,);(Dense;300.000000,linear);(LeakyReLU;47.000000,softmax);(Dropout;0.000000,);(Dense;2.000000,softmax)	 12	 [0.9;0.9]	 5.534657716751099	30ebe7e0-5046-46e4-be0c-49c22bdc1863	
0,9092650468797258	 161	 softmax	 relu	 Adam/lr	 0.0461	 2	 300	 (RNN;208.000000,relu);(Dropout;0.300000,);(RNN;299.000000,relu);(Dropout;0.200000,);(Dense;300.000000,linear);(LeakyReLU;34.000000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 23	 [0.92;0.9 ]	 9.066879510879517	ad09a7d1-143d-43fa-a86a-c03b670cc4ab	
0,3333333333333333	 89	 relu	 relu	 SGD/lr	 0.0488	 2	 300	 (RNN;87.000000,softmax);(Dropout;0.100000,);(RNN;219.000000,softmax);(Dropout;0.200000,);(Dense;300.000000,linear);(LeakyReLU;229.000000,softmax);(Dropout;0.000000,);(Dense;2.000000,softmax)	 10	 [0.67;0.  ]	 4.93702244758606	7d818afd-f6f9-4a7f-a132-6b4b33f78264	
0,3333333333333333	 325	 relu	 softmax	 SGD/lr	 0.0408	 2	 300	 (RNN;298.000000,relu);(Dropout;0.000000,);(RNN;255.000000,softmax);(Dropout;0.500000,);(Dense;300.000000,linear);(LeakyReLU;110.000000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 6	 [0.  ;0.67]	 4.873941659927368	ff56ffd5-1a73-4562-b1bd-86b9f24caa89	
0,9473548969346762	 287	 relu	 softmax	 Adam/lr	 0.0446	 2	 300	 (RNN;42.000000,relu);(Dropout;0.400000,);(RNN;162.000000,relu);(Dropout;0.400000,);(Dense;300.000000,linear);(LeakyReLU;172.000000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)	 6	 [0.94;0.95]	 3.1006581783294678	9d90f381-19e3-438c-9bca-d987e80b1c9b	
0,7905973084093056	 187	 softmax	 softmax	 Adam/lr	 0.0533	 2	 300	 (RNN;143.000000,softmax);(Dropout;0.500000,);(RNN;247.000000,relu);(Dropout;0.000000,);(Dense;300.000000,linear);(LeakyReLU;98.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)	 6	 [0.76;0.82]	 3.1526315212249756	2d28231f-9750-44cf-904e-a64133634490	
0,8637705290244456	 239	 relu	 relu	 Adam/lr	 0.0454	 2	 300	 (RNN;128.000000,softmax);(Dropout;0.500000,);(RNN;66.000000,softmax);(Dropout;0.200000,);(Dense;300.000000,linear);(LeakyReLU;167.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)	 11	 [0.85;0.88]	 3.7659358978271484	befbc4a0-d6b1-4882-bbaa-f1bdc533e9b7	
0,3333333333333333	 350	 relu	 softmax	 SGD/lr	 0.0722	 2	 300	 (RNN;214.000000,relu);(Dropout;0.200000,);(RNN;135.000000,softmax);(Dropout;0.300000,);(Dense;300.000000,linear);(LeakyReLU;147.000000,softmax);(Dropout;0.200000,);(Dense;2.000000,softmax)	 6	 [0.67;0.  ]	 3.105802059173584	02d6eaad-6d98-4712-9caf-b74b05556efd	
0,3333333333333333	 266	 relu	 softmax	 SGD/lr	 0.0098	 2	 300	 (RNN;17.000000,softmax);(Dropout;0.400000,);(RNN;66.000000,softmax);(Dropout;0.400000,);(Dense;300.000000,linear);(LeakyReLU;216.000000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 20	 [0.67;0.  ]	 4.036861419677734	9af1fb9a-061e-4223-9f6c-8aac29af40c4	
0,9899997499937498	 288	 softmax	 softmax	 Adam/lr	 0.0021	 2	 300	 (RNN;244.000000,softmax);(Dropout;0.200000,);(RNN;143.000000,softmax);(Dropout;0.200000,);(Dense;300.000000,linear);(LeakyReLU;202.000000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)	 9	 [0.99;0.99]	 4.280941009521484	22b2659d-768b-4f20-bdf1-b1cf782acc17	
0,3333333333333333	 47	 softmax	 relu	 SGD/lr	 0.0132	 2	 300	 (RNN;92.000000,softmax);(Dropout;0.500000,);(RNN;134.000000,relu);(Dropout;0.000000,);(Dense;300.000000,linear);(LeakyReLU;161.000000,softmax);(Dropout;0.300000,);(Dense;2.000000,softmax)	 50	 [0.  ;0.67]	 7.959386587142944	77844381-0b5b-4dcb-98f1-1d156ccd471d	
0,3333333333333333	 31	 relu	 relu	 SGD/lr	 0.0307	 2	 300	 (RNN;223.000000,softmax);(Dropout;0.000000,);(RNN;12.000000,softmax);(Dropout;0.500000,);(Dense;300.000000,linear);(LeakyReLU;19.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)	 12	 [0.  ;0.67]	 3.1995396614074707	5aa3f141-682b-4a77-858e-bc720c4f6c70	
0,9924999531247072	 404	 softmax	 relu	 Adam/lr	 0.0062	 2	 300	 (RNN;35.000000,softmax);(Dropout;0.200000,);(RNN;197.000000,softmax);(Dropout;0.100000,);(Dense;300.000000,linear);(LeakyReLU;35.000000,softmax);(Dropout;0.300000,);(Dense;2.000000,softmax)	 15	 [0.99;0.99]	 4.822737455368042	2ca5b475-2d2a-4657-b2c0-b42d4585f5a7	
0,9196060697417344	 129	 softmax	 relu	 Adam/lr	 0.0993	 2	 300	 (RNN;30.000000,softmax);(Dropout;0.000000,);(RNN;86.000000,relu);(Dropout;0.200000,);(Dense;300.000000,linear);(LeakyReLU;217.000000,softmax);(Dropout;0.000000,);(Dense;2.000000,softmax)	 8	 [0.91;0.93]	 3.1683220863342285	f3c6bea9-702d-4463-8e15-2706a75f69e7	
0,34434915063412697	 395	 relu	 softmax	 SGD/lr	 0.0678	 2	 300	 (RNN;121.000000,softmax);(Dropout;0.200000,);(RNN;118.000000,relu);(Dropout;0.200000,);(Dense;300.000000,linear);(LeakyReLU;65.000000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)	 10	 [0.67;0.02]	 3.6155364513397217	1c9729fe-70df-4aab-9c6f-9d266b892972	
0,3333333333333333	 411	 relu	 relu	 SGD/lr	 0.0214	 2	 300	 (RNN;139.000000,relu);(Dropout;0.400000,);(RNN;19.000000,softmax);(Dropout;0.400000,);(Dense;300.000000,linear);(LeakyReLU;236.000000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 6	 [0.67;0.  ]	 2.6688411235809326	baa96b69-981d-45e2-a883-9c4c53cabf05	
0,8938294699057105	 230	 relu	 relu	 Adam/lr	 0.0776	 2	 300	 (RNN;126.000000,relu);(Dropout;0.500000,);(RNN;35.000000,relu);(Dropout;0.400000,);(Dense;300.000000,linear);(LeakyReLU;117.000000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)	 11	 [0.9 ;0.88]	 3.823896884918213	190bd9d8-fe1a-46b5-adc0-e3518418346c	
0,3333333333333333	 429	 softmax	 relu	 SGD/lr	 0.0877	 2	 300	 (RNN;30.000000,softmax);(Dropout;0.300000,);(RNN;199.000000,softmax);(Dropout;0.000000,);(Dense;300.000000,linear);(LeakyReLU;17.000000,relu);(Dropout;0.000000,);(Dense;2.000000,softmax)	 29	 [0.67;0.  ]	 4.967642068862915	0840ab12-5c29-4794-a5e2-6d7f12912b08	
0,3333333333333333	 140	 relu	 relu	 SGD/lr	 0.0343	 2	 300	 (RNN;198.000000,softmax);(Dropout;0.500000,);(RNN;97.000000,relu);(Dropout;0.400000,);(Dense;300.000000,linear);(LeakyReLU;145.000000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 22	 [0.67;0.  ]	 5.077273845672607	f843f9f3-7ef2-43fc-9759-9467cd7e4f4e	
0,3333333333333333	 257	 softmax	 softmax	 SGD/lr	 0.0196	 2	 300	 (RNN;198.000000,relu);(Dropout;0.100000,);(RNN;115.000000,softmax);(Dropout;0.300000,);(Dense;300.000000,linear);(LeakyReLU;198.000000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)	 6	 [0.67;0.  ]	 2.876945734024048	7e20fc44-c33d-4191-9f7b-7358dcda0a59	
0,8892914653784219	 196	 relu	 softmax	 Adam/lr	 0.0176	 2	 300	 (RNN;17.000000,softmax);(Dropout;0.000000,);(RNN;251.000000,softmax);(Dropout;0.100000,);(Dense;300.000000,linear);(LeakyReLU;56.000000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)	 9	 [0.88;0.9 ]	 4.177358865737915	bc28271e-09ab-4a53-80ec-5476782721a3	
