Avg_Fscore	hidden_dim	input_function	output_function	optimizer	learning_rate	output_dim	input_dim	hidden_layers	Epochs Run	Fscore	Time_taken	GUID
0,3333333333333333	 306	 softmax	 relu	 SGD/lr	 0.0445	 2	 300	 (Bi_LSTM;155.000000,relu);(Dropout;0.400000,);(Bi_LSTM;194.000000,softmax);(Dropout;0.500000,);(Dense;17.700000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 11.421342372894287	d8111453-7bcc-4ecc-b71e-2ab971293e09
0,4919425259982535	 476	 softmax	 softmax	 Adam/lr	 0.0108	 2	 300	 (Bi_LSTM;257.000000,relu);(Dropout;0.200000,);(Bi_LSTM;190.000000,relu);(Dropout;0.200000,);(Dense;21.000000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)	 7	 [0.37;0.61]	 16.276606798171997	37384336-922e-461c-9681-bdad6fe42c7d
0,6146531878690822	 68	 softmax	 relu	 SGD/lr	 0.0897	 2	 300	 (Bi_LSTM;94.000000,softmax);(Dropout;0.400000,);(Bi_LSTM;183.000000,relu);(Dropout;0.300000,);(Dense;5.100000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)	 50	 [0.6 ;0.63]	 44.26908278465271	7a9c6fae-129c-4dbd-8b0d-f351926db2d8
0,6130280554659787	 276	 relu	 relu	 SGD/lr	 0.0511	 2	 300	 (Bi_LSTM;129.000000,relu);(Dropout;0.400000,);(Bi_LSTM;18.000000,softmax);(Dropout;0.500000,);(Dense;18.600000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)	 36	 [0.57;0.65]	 28.811514139175415	8343eee1-967d-484e-b673-159dc80dd106
0,43389550654558323	 79	 relu	 relu	 Adam/lr	 0.05	 2	 300	 (Bi_LSTM;196.000000,relu);(Dropout;0.500000,);(Bi_LSTM;190.000000,softmax);(Dropout;0.100000,);(Dense;23.800000,softmax);(Dropout;0.200000,);(Dense;2.000000,softmax)	 8	 [0.21;0.65]	 14.272051811218262	2c23c273-3ffd-4bcb-b650-34d744c5016a
0,3333333333333333	 230	 relu	 relu	 SGD/lr	 0.0392	 2	 300	 (Bi_LSTM;276.000000,relu);(Dropout;0.400000,);(Bi_LSTM;242.000000,relu);(Dropout;0.400000,);(Dense;27.600000,softmax);(Dropout;0.100000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 11.520981311798096	1011e90e-06ed-4b20-9bf2-11b255b8fbad
0,3788252489266466	 59	 relu	 softmax	 SGD/lr	 0.0028	 2	 300	 (Bi_LSTM;296.000000,softmax);(Dropout;0.300000,);(Bi_LSTM;72.000000,relu);(Dropout;0.200000,);(Dense;20.300000,softmax);(Dropout;0.500000,);(Dense;2.000000,softmax)	 50	 [0.59;0.17]	 37.38256549835205	8c32d0f8-36d1-4bc1-a4ca-fa76ae9d0c4e
0,3333333333333333	 145	 softmax	 relu	 Adam/lr	 0.0846	 2	 300	 (Bi_LSTM;16.000000,relu);(Dropout;0.500000,);(Bi_LSTM;222.000000,relu);(Dropout;0.100000,);(Dense;15.600000,relu);(Dropout;0.500000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 14.674171924591064	500e4f0a-a630-4bbb-a143-56371ac48129
0,617478483164678	 298	 relu	 softmax	 SGD/lr	 0.0243	 2	 300	 (Bi_LSTM;166.000000,relu);(Dropout;0.500000,);(Bi_LSTM;119.000000,softmax);(Dropout;0.400000,);(Dense;9.900000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)	 50	 [0.61;0.62]	 38.251901388168335	0b1d5441-daa9-491d-a9b5-d0aa1b638613
0,3793103448275862	 58	 relu	 relu	 Adam/lr	 0.0529	 2	 300	 (Bi_LSTM;278.000000,softmax);(Dropout;0.400000,);(Bi_LSTM;62.000000,softmax);(Dropout;0.500000,);(Dense;16.900000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)	 7	 [0.1 ;0.66]	 13.993067264556885	cec7f812-456f-4fe0-838d-c79d49ff29ae
0,3450155192218394	 10	 softmax	 softmax	 SGD/lr	 0.0019	 2	 300	 (Bi_LSTM;159.000000,softmax);(Dropout;0.300000,);(Bi_LSTM;288.000000,softmax);(Dropout;0.200000,);(Dense;24.600000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)	 50	 [0.66;0.03]	 33.89816641807556	1a92ef02-75db-41ba-9b1f-5d65e9b9a512
0,6123812917706049	 489	 softmax	 softmax	 SGD/lr	 0.0384	 2	 300	 (Bi_LSTM;211.000000,softmax);(Dropout;0.200000,);(Bi_LSTM;22.000000,softmax);(Dropout;0.300000,);(Dense;16.500000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 47	 [0.61;0.62]	 38.35901975631714	0d2af663-dcd0-4bed-ab1f-f3aa00f3d528
0,6273858869278717	 251	 relu	 softmax	 SGD/lr	 0.0488	 2	 300	 (Bi_LSTM;209.000000,softmax);(Dropout;0.400000,);(Bi_LSTM;234.000000,relu);(Dropout;0.200000,);(Dense;16.600000,relu);(Dropout;0.200000,);(Dense;2.000000,softmax)	 26	 [0.62;0.63]	 28.4292311668396	a1fe273f-390b-4a75-9c8a-dd434f83a08d
0,3333333333333333	 482	 softmax	 relu	 SGD/lr	 0.0816	 2	 300	 (Bi_LSTM;50.000000,softmax);(Dropout;0.200000,);(Bi_LSTM;148.000000,softmax);(Dropout;0.300000,);(Dense;19.600000,softmax);(Dropout;0.100000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 12.233825922012329	bdc8dfa0-8dea-4168-9715-479f83b5c265
0,49582889368226835	 245	 softmax	 softmax	 SGD/lr	 0.0848	 2	 300	 (Bi_LSTM;177.000000,softmax);(Dropout;0.200000,);(Bi_LSTM;157.000000,softmax);(Dropout;0.400000,);(Dense;26.900000,softmax);(Dropout;0.300000,);(Dense;2.000000,softmax)	 50	 [0.4 ;0.59]	 34.61068058013916	7d3bac71-0f51-418f-9106-dc83220d8f74
0,49473684210526314	 101	 relu	 relu	 SGD/lr	 0.0116	 2	 300	 (Bi_LSTM;228.000000,softmax);(Dropout;0.300000,);(Bi_LSTM;175.000000,relu);(Dropout;0.200000,);(Dense;8.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)	 50	 [0.4 ;0.59]	 38.71298861503601	1b7ef337-3320-4161-819d-48494da65b06
0,3333333333333333	 440	 softmax	 softmax	 SGD/lr	 0.0839	 2	 300	 (Bi_LSTM;25.000000,relu);(Dropout;0.100000,);(Bi_LSTM;166.000000,relu);(Dropout;0.100000,);(Dense;14.600000,relu);(Dropout;0.300000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 12.281491756439209	b68cb06f-99aa-4b02-b998-864d5cd10989
0,3333333333333333	 135	 relu	 softmax	 Adam/lr	 0.0949	 2	 300	 (Bi_LSTM;270.000000,relu);(Dropout;0.300000,);(Bi_LSTM;87.000000,softmax);(Dropout;0.100000,);(Dense;13.400000,relu);(Dropout;0.500000,);(Dense;2.000000,relu)	 7	 [0.67;0.  ]	 17.326906204223633	2ec8aef0-b699-44a7-b17a-8fa5d858b843
0,3333333333333333	 18	 softmax	 relu	 Adam/lr	 0.0395	 2	 300	 (Bi_LSTM;142.000000,relu);(Dropout;0.500000,);(Bi_LSTM;176.000000,softmax);(Dropout;0.400000,);(Dense;14.800000,relu);(Dropout;0.300000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 12.919537782669067	cf8e321c-dc50-4a87-887e-aaaddeb8e8ff
0,3333333333333333	 450	 relu	 softmax	 SGD/lr	 0.0607	 2	 300	 (Bi_LSTM;68.000000,relu);(Dropout;0.100000,);(Bi_LSTM;13.000000,relu);(Dropout;0.500000,);(Dense;29.800000,softmax);(Dropout;0.100000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 9.025366067886353	643e212b-bbf8-4848-80db-eb2f0fbc3cad
0,3333333333333333	 427	 relu	 softmax	 SGD/lr	 0.0708	 2	 300	 (Bi_LSTM;227.000000,relu);(Dropout;0.300000,);(Bi_LSTM;209.000000,softmax);(Dropout;0.100000,);(Dense;19.000000,softmax);(Dropout;0.500000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 10.051880836486816	ec72ab7a-a86a-453b-832b-b132bb79a788
0,5035720945785186	 494	 softmax	 softmax	 Adam/lr	 0.079	 2	 300	 (Bi_LSTM;252.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;40.000000,relu);(Dropout;0.300000,);(Dense;4.800000,softmax);(Dropout;0.500000,);(Dense;2.000000,softmax)	 12	 [0.42;0.59]	 18.75036382675171	14815c54-1610-4e97-99e7-956cf5751725
0,6274417877793406	 372	 softmax	 softmax	 SGD/lr	 0.0621	 2	 300	 (Bi_LSTM;184.000000,relu);(Dropout;0.500000,);(Bi_LSTM;200.000000,relu);(Dropout;0.400000,);(Dense;19.300000,relu);(Dropout;0.200000,);(Dense;2.000000,softmax)	 29	 [0.62;0.63]	 26.997753858566284	5a82ddb5-2b9e-4bd4-8bb2-335eec2bc516
0,3333333333333333	 31	 softmax	 relu	 Adam/lr	 0.0196	 2	 300	 (Bi_LSTM;282.000000,relu);(Dropout;0.300000,);(Bi_LSTM;168.000000,softmax);(Dropout;0.300000,);(Dense;2.200000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)	 10	 [0.67;0.  ]	 16.048373222351074	4791921c-f706-42d5-b894-cfa43d0021ba
0,4203077302580864	 55	 softmax	 softmax	 Adam/lr	 0.0856	 2	 300	 (Bi_LSTM;213.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;160.000000,relu);(Dropout;0.100000,);(Dense;15.600000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 9	 [0.17;0.67]	 16.13239622116089	57919d55-be8c-4871-b1d5-c052cb751da0
0,3333333333333333	 217	 softmax	 relu	 Adam/lr	 0.0143	 2	 300	 (Bi_LSTM;244.000000,relu);(Dropout;0.300000,);(Bi_LSTM;221.000000,relu);(Dropout;0.400000,);(Dense;26.100000,relu);(Dropout;0.300000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 12.728106260299683	bca34881-0580-41a4-ad14-f2590beec89e
0,49271262170019314	 187	 relu	 softmax	 SGD/lr	 0.0977	 2	 300	 (Bi_LSTM;247.000000,relu);(Dropout;0.400000,);(Bi_LSTM;176.000000,relu);(Dropout;0.400000,);(Dense;27.600000,softmax);(Dropout;0.500000,);(Dense;2.000000,softmax)	 50	 [0.39;0.59]	 38.08929944038391	279df48a-6655-4372-ac0e-32887d9c94b6
0,3333333333333333	 290	 relu	 softmax	 SGD/lr	 0.0397	 2	 300	 (Bi_LSTM;28.000000,softmax);(Dropout;0.200000,);(Bi_LSTM;219.000000,relu);(Dropout;0.100000,);(Dense;1.800000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)	 12	 [0.67;0.  ]	 19.019421815872192	db1c5204-9677-4644-b617-975736f52686
0,3333333333333333	 32	 softmax	 softmax	 SGD/lr	 0.0028	 2	 300	 (Bi_LSTM;168.000000,relu);(Dropout;0.500000,);(Bi_LSTM;173.000000,softmax);(Dropout;0.300000,);(Dense;29.800000,softmax);(Dropout;0.100000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 11.018111944198608	037a46d8-0282-48db-8540-6ec678ce5ce3
0,3333333333333333	 350	 relu	 relu	 Adam/lr	 0.086	 2	 300	 (Bi_LSTM;233.000000,softmax);(Dropout;0.200000,);(Bi_LSTM;128.000000,relu);(Dropout;0.500000,);(Dense;28.000000,relu);(Dropout;0.200000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 12.897148847579956	cc46d509-8d7b-4ebe-8664-6e8d6b827295
0,34434915063412697	 497	 relu	 softmax	 Adam/lr	 0.0867	 2	 300	 (Bi_LSTM;120.000000,relu);(Dropout;0.100000,);(Bi_LSTM;96.000000,softmax);(Dropout;0.200000,);(Dense;14.900000,relu);(Dropout;0.400000,);(Dense;2.000000,softmax)	 12	 [0.67;0.02]	 16.01207661628723	9da63c87-085a-42b0-b2f0-3ad485120903
0,558724335092132	 70	 relu	 relu	 SGD/lr	 0.0149	 2	 300	 (Bi_LSTM;239.000000,relu);(Dropout;0.200000,);(Bi_LSTM;238.000000,relu);(Dropout;0.500000,);(Dense;29.400000,relu);(Dropout;0.500000,);(Dense;2.000000,relu)	 50	 [0.52;0.6 ]	 39.38189911842346	ea17281d-8a42-4525-aced-af3ecbdceed5
0,3333333333333333	 183	 softmax	 softmax	 Adam/lr	 0.017	 2	 300	 (Bi_LSTM;147.000000,relu);(Dropout;0.400000,);(Bi_LSTM;136.000000,relu);(Dropout;0.200000,);(Dense;1.900000,relu);(Dropout;0.200000,);(Dense;2.000000,softmax)	 10	 [0.  ;0.67]	 18.013829946517944	ffd8c51a-0dfc-4ebd-8319-23048951ffae
0,3333333333333333	 61	 relu	 softmax	 Adam/lr	 0.0255	 2	 300	 (Bi_LSTM;277.000000,relu);(Dropout;0.500000,);(Bi_LSTM;267.000000,softmax);(Dropout;0.500000,);(Dense;24.200000,softmax);(Dropout;0.200000,);(Dense;2.000000,relu)	 16	 [0.67;0.  ]	 20.17240858078003	0a42df71-4570-40f6-bd7d-e2003c8f2052
0,6238621831038893	 334	 softmax	 relu	 SGD/lr	 0.0672	 2	 300	 (Bi_LSTM;299.000000,relu);(Dropout;0.400000,);(Bi_LSTM;92.000000,relu);(Dropout;0.500000,);(Dense;15.700000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)	 19	 [0.6 ;0.64]	 19.708836555480957	1a867423-fef2-4c39-bce4-52b1b6d64d1a
0,3333333333333333	 111	 softmax	 relu	 SGD/lr	 0.0635	 2	 300	 (Bi_LSTM;297.000000,softmax);(Dropout;0.400000,);(Bi_LSTM;211.000000,softmax);(Dropout;0.100000,);(Dense;17.100000,relu);(Dropout;0.300000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 10.194358110427856	797ddecf-943e-496b-9a37-5d0a3e4a6b18
0,3333333333333333	 43	 relu	 softmax	 Adam/lr	 0.0552	 2	 300	 (Bi_LSTM;38.000000,softmax);(Dropout;0.400000,);(Bi_LSTM;226.000000,softmax);(Dropout;0.200000,);(Dense;11.200000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)	 7	 [0.67;0.  ]	 13.908456802368164	6117ad03-0e8f-4622-952c-35938e4cb071
0,5633490872607727	 289	 relu	 relu	 Adam/lr	 0.0804	 2	 300	 (Bi_LSTM;174.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;71.000000,softmax);(Dropout;0.500000,);(Dense;11.500000,softmax);(Dropout;0.500000,);(Dense;2.000000,softmax)	 9	 [0.61;0.52]	 18.55828833580017	a550a0b1-fb16-4983-b8d5-4529c5ba95f4
0,5364583333333333	 343	 relu	 relu	 Adam/lr	 0.0284	 2	 300	 (Bi_LSTM;289.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;217.000000,relu);(Dropout;0.500000,);(Dense;20.100000,softmax);(Dropout;0.200000,);(Dense;2.000000,softmax)	 11	 [0.63;0.44]	 17.351710557937622	a5db9b23-1e18-43a4-b6dc-c4c1ec948853
0,3333333333333333	 88	 softmax	 softmax	 Adam/lr	 0.0775	 2	 300	 (Bi_LSTM;74.000000,relu);(Dropout;0.200000,);(Bi_LSTM;270.000000,relu);(Dropout;0.200000,);(Dense;4.900000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 12	 [0.  ;0.67]	 17.953731775283813	e236e010-42f5-4436-86fb-cb6a2c9df1f8
0,3333333333333333	 167	 relu	 relu	 Adam/lr	 0.066	 2	 300	 (Bi_LSTM;223.000000,relu);(Dropout;0.400000,);(Bi_LSTM;29.000000,relu);(Dropout;0.200000,);(Dense;10.000000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 16	 [0.  ;0.67]	 18.27488398551941	58809e22-ab0e-49a8-b5fc-6c051bd728bd
0,6324425691514299	 488	 relu	 softmax	 SGD/lr	 0.0482	 2	 300	 (Bi_LSTM;278.000000,relu);(Dropout;0.500000,);(Bi_LSTM;235.000000,relu);(Dropout;0.400000,);(Dense;24.400000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)	 27	 [0.63;0.64]	 23.574960231781006	8d7a82af-2893-4ec1-9b3e-84413fbefe93
0,4096008687738511	 100	 relu	 relu	 Adam/lr	 0.0896	 2	 300	 (Bi_LSTM;133.000000,relu);(Dropout;0.100000,);(Bi_LSTM;175.000000,relu);(Dropout;0.300000,);(Dense;29.100000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)	 7	 [0.16;0.66]	 19.078628301620483	50095283-bd22-491e-b119-7b29b6c49298
0,5684464070654356	 437	 softmax	 softmax	 Adam/lr	 0.0054	 2	 300	 (Bi_LSTM;290.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;149.000000,relu);(Dropout;0.200000,);(Dense;12.800000,softmax);(Dropout;0.200000,);(Dense;2.000000,softmax)	 13	 [0.59;0.54]	 17.650736093521118	fca485de-042b-4beb-94cf-95fd37d3157e
0,4854336131396346	 161	 relu	 relu	 SGD/lr	 0.0144	 2	 300	 (Bi_LSTM;291.000000,relu);(Dropout;0.200000,);(Bi_LSTM;184.000000,softmax);(Dropout;0.300000,);(Dense;4.700000,softmax);(Dropout;0.500000,);(Dense;2.000000,softmax)	 50	 [0.39;0.59]	 36.742393255233765	49f87fd0-85be-451a-ae28-758982c3c749
0,3333333333333333	 328	 relu	 relu	 Adam/lr	 0.001	 2	 300	 (Bi_LSTM;232.000000,softmax);(Dropout;0.300000,);(Bi_LSTM;202.000000,softmax);(Dropout;0.300000,);(Dense;15.200000,softmax);(Dropout;0.200000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 11.887447595596313	d259f8b1-c76a-4feb-bab9-2788712d5545
0,6227251147333439	 53	 softmax	 relu	 SGD/lr	 0.0918	 2	 300	 (Bi_LSTM;19.000000,softmax);(Dropout;0.100000,);(Bi_LSTM;275.000000,relu);(Dropout;0.500000,);(Dense;5.200000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)	 25	 [0.58;0.67]	 22.25031876564026	faeb8917-a8ff-4d10-9e6c-92a43441e22d
0,33886494073871043	 75	 softmax	 softmax	 Adam/lr	 0.095	 2	 300	 (Bi_LSTM;56.000000,softmax);(Dropout;0.400000,);(Bi_LSTM;283.000000,relu);(Dropout;0.300000,);(Dense;8.200000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 6	 [0.67;0.01]	 14.918666124343872	6159e7ed-9929-4162-8ab7-6bac60e5fc7b
0,3333333333333333	 481	 softmax	 relu	 Adam/lr	 0.0822	 2	 300	 (Bi_LSTM;18.000000,softmax);(Dropout;0.100000,);(Bi_LSTM;132.000000,relu);(Dropout;0.100000,);(Dense;6.600000,relu);(Dropout;0.100000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 11.210713386535645	e1c77042-e3d3-4640-b463-02b7ad275d95
0,3333333333333333	 63	 softmax	 relu	 Adam/lr	 0.0745	 2	 300	 (Bi_LSTM;142.000000,softmax);(Dropout;0.300000,);(Bi_LSTM;65.000000,relu);(Dropout;0.200000,);(Dense;18.600000,softmax);(Dropout;0.500000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 12.586951732635498	eee9338e-096d-4a1a-92a7-d18451a008c0
0,3333333333333333	 304	 softmax	 softmax	 Adam/lr	 0.0278	 2	 300	 (Bi_LSTM;84.000000,relu);(Dropout;0.500000,);(Bi_LSTM;136.000000,relu);(Dropout;0.200000,);(Dense;27.800000,relu);(Dropout;0.400000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 15.024291038513184	21a0d4b7-7842-4f74-8c00-9b9af8a56161
0,3333333333333333	 407	 relu	 relu	 Adam/lr	 0.0947	 2	 300	 (Bi_LSTM;298.000000,relu);(Dropout;0.500000,);(Bi_LSTM;94.000000,relu);(Dropout;0.200000,);(Dense;29.300000,softmax);(Dropout;0.200000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 12.291094779968262	29f78823-1386-4b3b-a544-21475c8d7093
0,6073797600515157	 336	 relu	 relu	 SGD/lr	 0.0776	 2	 300	 (Bi_LSTM;129.000000,relu);(Dropout;0.200000,);(Bi_LSTM;72.000000,relu);(Dropout;0.400000,);(Dense;21.200000,relu);(Dropout;0.200000,);(Dense;2.000000,softmax)	 22	 [0.61;0.6 ]	 23.63995122909546	008b9233-6edb-461e-bc54-9a4d3b6186cb
0,3333333333333333	 95	 relu	 softmax	 Adam/lr	 0.085	 2	 300	 (Bi_LSTM;185.000000,relu);(Dropout;0.300000,);(Bi_LSTM;173.000000,relu);(Dropout;0.200000,);(Dense;1.400000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)	 7	 [0.67;0.  ]	 11.780524492263794	a2b4bc62-093a-4b27-a39c-74fb0de88df2
0,3333333333333333	 345	 softmax	 softmax	 SGD/lr	 0.0921	 2	 300	 (Bi_LSTM;182.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;223.000000,relu);(Dropout;0.100000,);(Dense;26.300000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 13.127956867218018	602cfb80-28f5-4725-b448-0f03ac58cf90
0,3333333333333333	 415	 softmax	 softmax	 SGD/lr	 0.0246	 2	 300	 (Bi_LSTM;11.000000,softmax);(Dropout;0.200000,);(Bi_LSTM;122.000000,softmax);(Dropout;0.200000,);(Dense;29.400000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)	 50	 [0.  ;0.67]	 38.168726205825806	21f59399-5b22-42aa-97da-d5736615cfd5
0,6142187930559384	 484	 relu	 relu	 SGD/lr	 0.0664	 2	 300	 (Bi_LSTM;89.000000,relu);(Dropout;0.400000,);(Bi_LSTM;293.000000,relu);(Dropout;0.200000,);(Dense;17.100000,relu);(Dropout;0.500000,);(Dense;2.000000,softmax)	 28	 [0.63;0.6 ]	 23.36720299720764	dd57bf47-292e-46d1-bb27-8abab5246971
0,3333333333333333	 305	 softmax	 relu	 SGD/lr	 0.0326	 2	 300	 (Bi_LSTM;19.000000,relu);(Dropout;0.200000,);(Bi_LSTM;200.000000,softmax);(Dropout;0.500000,);(Dense;29.300000,relu);(Dropout;0.200000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 15.202465772628784	547458ca-4ed2-4f67-b69d-3f76b80d5a2e
0,599188356421754	 255	 softmax	 softmax	 SGD/lr	 0.0256	 2	 300	 (Bi_LSTM;86.000000,relu);(Dropout;0.400000,);(Bi_LSTM;269.000000,relu);(Dropout;0.500000,);(Dense;12.500000,relu);(Dropout;0.200000,);(Dense;2.000000,softmax)	 47	 [0.58;0.62]	 34.39067721366882	337a6a11-aee4-4b97-9012-848393cd622d
0,3333333333333333	 333	 softmax	 softmax	 SGD/lr	 0.0994	 2	 300	 (Bi_LSTM;138.000000,softmax);(Dropout;0.200000,);(Bi_LSTM;218.000000,relu);(Dropout;0.200000,);(Dense;11.300000,relu);(Dropout;0.100000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 9.750311136245728	6338f45c-069e-427e-85d2-df7e1f2ac407
0,3333333333333333	 113	 relu	 relu	 SGD/lr	 0.0746	 2	 300	 (Bi_LSTM;85.000000,relu);(Dropout;0.100000,);(Bi_LSTM;188.000000,relu);(Dropout;0.100000,);(Dense;18.400000,relu);(Dropout;0.100000,);(Dense;2.000000,relu)	 12	 [0.67;0.  ]	 12.790412425994873	55eb5758-df50-4e22-b2ce-7bc4dce33895
0,3333333333333333	 57	 relu	 softmax	 Adam/lr	 0.0921	 2	 300	 (Bi_LSTM;13.000000,softmax);(Dropout;0.300000,);(Bi_LSTM;58.000000,softmax);(Dropout;0.200000,);(Dense;7.300000,relu);(Dropout;0.400000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 13.403634309768677	53b289b2-76b1-4f08-ac00-07c0bd70b9c0
0,3333333333333333	 71	 relu	 softmax	 Adam/lr	 0.0813	 2	 300	 (Bi_LSTM;115.000000,relu);(Dropout;0.400000,);(Bi_LSTM;287.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu);(Dropout;0.500000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 15.620901107788086	47d0c42c-7012-42cc-a790-9e45eff2d4b2
0,6247654784240151	 51	 relu	 relu	 SGD/lr	 0.094	 2	 300	 (Bi_LSTM;140.000000,relu);(Dropout;0.100000,);(Bi_LSTM;274.000000,relu);(Dropout;0.300000,);(Dense;22.300000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)	 16	 [0.62;0.63]	 17.409032106399536	3b8454cf-dcef-40fb-bb8a-3540fc789202
0,3333333333333333	 455	 relu	 softmax	 Adam/lr	 0.0658	 2	 300	 (Bi_LSTM;140.000000,relu);(Dropout;0.200000,);(Bi_LSTM;177.000000,softmax);(Dropout;0.400000,);(Dense;3.400000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)	 10	 [0.67;0.  ]	 16.19929790496826	0d991746-8c49-4b5b-b62f-e0409b680dcd
0,5014263318855852	 135	 relu	 softmax	 SGD/lr	 0.04	 2	 300	 (Bi_LSTM;280.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;244.000000,relu);(Dropout;0.300000,);(Dense;20.700000,softmax);(Dropout;0.300000,);(Dense;2.000000,softmax)	 50	 [0.42;0.58]	 39.5378737449646	af576847-4b26-4a31-9c31-0dd0fa44db9a
0,3333333333333333	 435	 softmax	 softmax	 SGD/lr	 0.0456	 2	 300	 (Bi_LSTM;146.000000,softmax);(Dropout;0.300000,);(Bi_LSTM;68.000000,relu);(Dropout;0.100000,);(Dense;17.700000,softmax);(Dropout;0.500000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 9.613197326660156	7854cacc-a52e-4627-93a9-dd2c3d0c4749
0,3333333333333333	 162	 relu	 relu	 Adam/lr	 0.0566	 2	 300	 (Bi_LSTM;292.000000,relu);(Dropout;0.400000,);(Bi_LSTM;104.000000,softmax);(Dropout;0.200000,);(Dense;24.000000,relu);(Dropout;0.500000,);(Dense;2.000000,relu)	 6	 [0.67;0.  ]	 16.16967749595642	167a6498-2c0e-4f2c-9b92-f27368586e77
0,5948379351740696	 340	 relu	 relu	 Adam/lr	 0.0128	 2	 300	 (Bi_LSTM;17.000000,relu);(Dropout;0.400000,);(Bi_LSTM;61.000000,softmax);(Dropout;0.200000,);(Dense;25.800000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)	 8	 [0.6 ;0.59]	 15.46616816520691	25a2e0d9-8e88-4d88-9ee5-a98b2f7abad2
0,3333333333333333	 497	 softmax	 softmax	 SGD/lr	 0.0892	 2	 300	 (Bi_LSTM;115.000000,softmax);(Dropout;0.500000,);(Bi_LSTM;70.000000,softmax);(Dropout;0.300000,);(Dense;5.700000,relu);(Dropout;0.200000,);(Dense;2.000000,relu)	 17	 [0.67;0.  ]	 16.523893356323242	a215946c-2439-48ec-a8e5-54f5578001c0
0,4156429063439078	 454	 softmax	 softmax	 Adam/lr	 0.0352	 2	 300	 (Bi_LSTM;246.000000,relu);(Dropout;0.100000,);(Bi_LSTM;146.000000,softmax);(Dropout;0.100000,);(Dense;4.900000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)	 11	 [0.17;0.66]	 14.407402515411377	29b57cff-9498-4cc8-a17c-a9cc3621d8eb
0,5059967915255532	 387	 relu	 softmax	 SGD/lr	 0.026	 2	 300	 (Bi_LSTM;117.000000,softmax);(Dropout;0.100000,);(Bi_LSTM;225.000000,softmax);(Dropout;0.400000,);(Dense;4.500000,softmax);(Dropout;0.300000,);(Dense;2.000000,softmax)	 50	 [0.44;0.57]	 35.87311148643494	30a86093-bd93-4e48-84f8-d219324102c2
