Avg_Fscore,optimizer,learning_rate,hidden_layers,Epochs Run,Fscore,Time_taken,GUID
"0,5421410928369179", Adam/lr,0.0407," (Dense;23.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)",15, [0.66;0.42],2.207899808883667,79643944-06db-4c18-a506-8fee28d4d8a7
"0,33886494073871043", Adam/lr,0.0391," (Dense;73.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu)",6, [0.67;0.01],1.9044480323791504,d83c9da2-4f59-4f1b-a277-0d50c029bf52
"0,5766187716652111", SGD/lr,0.0756," (Dense;226.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,softmax)",50, [0.48;0.68],5.189363718032837,e556dd11-9988-45fb-9f8e-76daec87a8e4
"0,5652064005662428", Adam/lr,0.0903," (Dense;214.000000,relu);(Dropout;0.200000,);(Dense;2.000000,softmax)",6, [0.61;0.52],1.9872941970825195,1f60b3c2-da4c-4fa5-8935-7ba631a0b390
"0,3333333333333333", Adam/lr,0.0628," (Dense;119.000000,relu);(Dropout;0.100000,);(Dense;2.000000,relu)",10, [0.67;0.  ],2.2607970237731934,e99f5d7e-5246-48c6-ad16-540b4c6bcc2f
"0,5792435418400996", Adam/lr,0.0888," (Dense;38.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,softmax)",8, [0.5 ;0.65],1.935004711151123,1a35d9a5-89d5-4678-b7a2-c2f27dcb51a5
"0,3333333333333333", SGD/lr,0.0254," (Dense;238.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu)",9, [0.67;0.  ],2.1594896316528316,7dd9d804-5f8e-4d83-a0f0-2f9ca4577f6b
"0,3333333333333333", SGD/lr,0.048," (Dense;94.000000,softmax);(Dropout;0.100000,);(Dense;2.000000,relu)",6, [0.67;0.  ],1.8181235790252688,46d8a7b0-0fbc-455b-a2f3-8a2feaf3121c
"0,6419965576592083", SGD/lr,0.0469," (Dense;206.000000,relu);(Dropout;0.300000,);(Dense;2.000000,softmax)",17, [0.63;0.66],2.856695413589477,eec881ba-fbb1-4531-bc85-114c6f3dd737
"0,5267398959667877", SGD/lr,0.0463," (Dense;282.000000,softmax);(Dropout;0.200000,);(Dense;2.000000,softmax)",50, [0.37;0.68],5.74882435798645,f5ee591a-5317-41aa-886f-9f1549f8b3b0
"0,3592886796770292", Adam/lr,0.0318," (Dense;31.000000,softmax);(Dropout;0.300000,);(Dense;2.000000,relu)",13, [0.67;0.05],2.3336658477783203,d65d0a7b-ac8d-4adc-98b7-052b88fbefb5
"0,3333333333333333", SGD/lr,0.0847," (Dense;151.000000,softmax);(Dropout;0.400000,);(Dense;2.000000,relu)",6, [0.67;0.  ],1.887494802474976,c1ca0074-fb7d-47cc-a131-ebf94e2e84e2
"0,586606035551881", Adam/lr,0.0691," (Dense;14.000000,softmax);(Dropout;0.500000,);(Dense;2.000000,relu)",6, [0.51;0.66],1.97782039642334,6b6adf85-546e-4527-bcfb-ddd3c55ac95d
"0,3333333333333333", SGD/lr,0.0976," (Dense;271.000000,relu);(Dropout;0.100000,);(Dense;2.000000,relu)",6, [0.67;0.  ],2.0017824172973637,d375af1d-3243-4c32-a319-ccdf09a96258
"0,5641173376086576", Adam/lr,0.0769," (Dense;170.000000,relu);(Dropout;0.100000,);(Dense;2.000000,softmax)",9, [0.58;0.54],2.2802660465240483,86e0c91b-0dd6-4079-963f-b477fe4a40dc
